MAE,RMSE,R2,MAPE,MB,n_samples,污染物,最优模型
7.997726272892308,10.213038914599993,0.8444037931612353,17.513313366055623,3.5623459214562767,444,PM2.5,D_xgboost
22.411747989526862,28.116225839071717,0.4255919417290719,27.31767543883754,-5.481914291680612,444,PM10,B_static_huber
0.32692338800916243,0.41112381311421814,-0.023399654492893385,26.785466233277617,0.07091886234850354,444,CO,C_dynamic
16.85179387986123,22.004473555061523,0.33090693376539504,41.477018347492574,-5.677231786487339,444,NO2,D_xgboost
4.582884958198479,5.648733118926189,-0.4710131121881065,27.669526244678128,1.3920472441492855,444,SO2,D_xgboost
23.02236980146116,28.8198789767128,0.49158178471609193,176.02513843432007,1.7107781719517063,444,O3,D_xgboost
